temperature,pressure,h2_n2_ratio,catalyst_age,space_velocity,conversion,energy_consumption,production_rate,emissions,fault
474.19024683070324,282.06967463934023,2.7356631173716814,647.3255008919499,25699.59180653267,0.5114084652243883,2700.958206214363,31.54317312641313,1945.685307907046,0
434.2124656674004,247.81818990620977,3.257944881796774,861.5714204642,24587.327094508553,0.29711404582768675,2387.1764229612636,17.532576549931534,1778.9531299565588,0
438.3210885635817,191.68997579538967,2.7131245497011713,314.3144118049025,14940.775499161799,0.2348941406465292,2330.646646470612,8.42280149152399,1807.7095657653729,0
459.4494864584165,197.95216096579935,2.6820421148943563,496.1452272335696,15174.577152522337,0.30884183462987896,2459.9477147452026,11.247706194042344,1810.0293723973687,0
456.5972646536686,154.63776316310006,3.0741909191660577,265.90290189286435,24606.193822352758,0.10927522642149042,2350.879093164505,6.4532337631408225,1701.1333754649365,1
549.4861345231974,275.2384649042905,3.495602574035252,738.2901520762073,29284.817590503862,0.6310645498498607,2958.2316142229774,44.35346455244784,2095.886936684531,1
461.2295800499796,249.13919398826008,3.2739120873577074,520.8991849460796,20417.270903910445,0.42716138851913754,2502.7144570727887,20.931527493805852,1832.907382923029,0
515.784099225957,176.06327090913828,3.0631387846745204,254.21198733135998,26670.605599608338,0.3786069695856138,2629.651427210748,24.234425191393953,1927.5202017494394,0
514.0805032013327,237.1899973138936,3.1895220591709137,980.3104005311221,21491.670349794098,0.29031822778008054,2786.1634003053964,14.974616755166224,1916.3562510260135,1
446.5014023027998,178.46828364618872,3.0214491833624892,752.3671084539978,18831.347265260876,0.14725498442892018,2286.83995992128,6.65522339597179,1766.6293160101661,0
451.9811806844046,253.22140492023917,2.864011273946891,155.41652334643607,19567.723424455267,0.5924260790583816,2446.103003569184,27.821831194677316,1838.5872911400231,0
452.76472262448436,273.9709615747286,3.09144615419831,353.246355539058,27805.364307708776,0.5392494043639718,2490.707122002927,35.985662738532476,1862.303672904181,0
421.8200284744232,154.96604715037938,2.783336588813796,631.3718887501745,15062.100226381268,0.016605072808164516,2074.9020856046973,0.6002574501670372,1638.965385941118,1
545.8997027076175,289.6898383820344,2.950278741595107,634.03198566612,18144.2611275916,0.6732824342347632,3025.786720786407,29.318909518502547,2123.7485775106697,1
536.3767656988736,247.53112260477334,3.001596337276066,724.4684431741283,18447.754033631878,0.5122757732957368,2878.1190330165746,22.680809911555965,2018.5871568174175,1
483.9935655583188,210.94060843086382,3.181992703945611,368.745140762481,24790.786204171593,0.37844010452126225,2569.1636526407738,22.516386533450312,1966.3598187157481,0
447.03861197450567,244.37803612171257,2.8736813872782836,476.2898972977805,26524.265202630242,0.38952015500081844,2391.449715715598,24.796166143227232,1690.5757507391454,0
533.2300056285833,280.7073543210607,2.5439079335872363,363.91019512934406,11326.154170874337,0.7401424246906741,2895.576129902392,20.119121305083176,2150.6495208655037,1
501.1859598733396,208.45510138777445,2.610184965568239,98.36678520548192,11983.237039444999,0.5159006722500658,2588.5489198816654,14.83718410651575,1902.4794158991851,0
458.6631171457842,294.69956895255405,2.7933568533465554,114.02341335643973,23422.22353065305,0.6718618072273247,2650.60032162949,37.767593833408625,1804.9872429409431,0
476.07761858694647,280.28432829656936,3.411847953281403,491.820200710292,19194.18519597298,0.5296771752697048,2691.2144750292014,24.400132310895728,1922.9063428717168,1
478.6155253996171,221.74367528094194,3.4035234564187276,637.4009354772893,21081.291279848432,0.31050584664804315,2526.8254210085333,15.710074073480031,1773.921504602516,1
539.2001391724829,228.4239355050949,3.3455292979120497,191.26186789731526,24506.58824268498,0.6688341216027234,2814.668046167061,39.338021809862006,1989.1671800997372,1
485.705960355839,174.2030243092105,2.8164127643531933,953.7402543903237,22338.23627229954,0.18271961515976415,2416.210353501004,9.795921444053896,1772.3915996277883,1
500.250635316502,245.80422631836103,3.0238650637355677,594.896112523969,27324.30187222634,0.5092742561564902,2676.070387479168,33.39735242633631,1986.0274872354717,0
407.8388036659764,221.58464270090857,2.550296256692345,969.7393507700516,14365.664995020548,0.12443407720868961,2237.668867780771,4.290187841146936,1763.3847497732759,1
449.0585956094522,266.12967231303753,2.736412367908965,611.1475064402108,13459.142406222836,0.41569360823366724,2546.270629307085,13.427710729376482,1901.946424783246,0
408.460245875724,182.1614982425289,3.1651509961308903,785.855170455047,28866.178805641015,0.09384003539130385,2060.99668702744,6.50112777775934,1644.8572334435046,0
426.97415410956813,280.75414427930207,3.074157977399616,476.2239048168079,19585.799582007778,0.45217895360489496,2502.3870987751015,21.255087265217917,1881.5815903187465,0
538.8899758751563,292.99125001712866,2.5776202454918526,159.20829398154046,12370.174432545125,0.7877875691267735,3016.0864722517977,23.388167150133334,2154.247578305161,1
540.7022834413588,283.9316421383461,2.6090510082686365,32.11066067724888,22381.19111351437,0.842711313202991,2984.8557521415805,45.266119090360334,2122.5046879249503,1
507.11390611511405,209.93804391006736,2.779021602994265,438.79009298967367,28657.950952542804,0.38489390048750094,2593.9945082864233,26.472649253048857,1817.7677863742754,0
509.90314133597747,251.3205794074954,2.5523158350653596,983.7298080744574,26468.772548275472,0.34417956613981915,2751.107213976976,21.86402556460562,1970.2844004665603,1
469.2621514396648,212.63707865428194,3.1201084653621485,683.7379413293561,21221.807884667338,0.28313130191869096,2511.904238301245,14.420539429090091,1843.2983177715023,0
539.6993901408922,203.62691351768672,2.877691330994585,661.4479766902851,15881.736186119617,0.3899014439715943,2833.8137950041883,14.861548492185506,2012.8479254157216,1
460.9630365011211,181.37166534381092,2.730358958714124,437.72354074020967,14107.198108797425,0.20733797640499044,2430.0462608323405,7.019898980693679,1760.4828637802475,0
502.48086557910176,258.10339592721294,3.0188798513039496,231.2291264424061,10252.985465889155,0.572654175683295,2738.717606945045,14.091395856627742,1937.8260291719396,0
497.4873802133593,153.263736873892,3.2077233679329797,896.4563350421795,10264.697916665007,0.13233713917401752,2464.68849390431,3.260161816264667,1788.3368816205104,1
489.8147767994173,275.2530537019269,3.2464703942638025,938.9458274327322,27036.866962186064,0.4410577105570386,2627.239358665535,28.61956474314485,1873.7436293939154,1
433.3059088119514,233.77198646649288,2.845050009551237,762.2965286865741,24512.42504608952,0.2817050556597,2463.5150616817996,16.572657748710892,1795.0450108374205,0
502.35357537045684,262.19416305506695,3.1786510880216508,875.6768422745101,13175.373851704104,0.38456814418312074,2767.7276207988407,12.160389770564791,2059.085941818854,0
